,Discipline,original_afiliacion,Gender,original_completo,Affiliation,Complete,Complete - Gender
2938,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,False,,Incomplete,Incomplete - Female
2939,Health Sci.,INSTITUTO NACIONAL DE SALUD PUBLICA,Female,True,Category 2,Complete,Complete - Female
2940,Economic Sci.,UNIVERSIDAD POPULAR DE LA CHONTALPA,Male,False,,Incomplete,Incomplete - Male
2941,Engineering,INSTITUTO POLITECNICO NACIONAL,Male,False,,Incomplete,Incomplete - Male
2942,Health Sci.,UNIVERSIDAD AUTONOMA DE CHIHUAHUA,Male,True,,Incomplete,Incomplete - Male
2943,Economic Sci.,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
2944,Economic Sci.,UNIVERSIDAD AUTONOMA CHAPINGO,Male,False,,Incomplete,Incomplete - Male
2945,Economic Sci.,UNIVERSIDAD DE GUADALAJARA,Male,True,Category 3,Complete,Complete - Male
2946,Economic Sci.,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,Female,True,Category 3,Complete,Complete - Female
2947,Engineering,UNIVERSIDAD DE GUANAJUATO,Male,True,Category 3,Complete,Complete - Male
2948,Health Sci.,UNIVERSIDAD AUTONOMA DE GUERRERO,Male,True,Category 3,Complete,Complete - Male
2949,Health Sci.,UNIVERSITY OF TEXAS AT SAN ANTONIO,Male,True,Category 2,Complete,Complete - Male
2950,Health Sci.,UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,Female,True,,Incomplete,Incomplete - Female
2951,Engineering,"CENTRO DE INVESTIGACION EN MATERIALES AVANZADOS, S.C.",Male,False,,Incomplete,Incomplete - Male
2952,Health Sci.,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,Male,False,,Incomplete,Incomplete - Male
2953,Engineering,UNIVERSIDAD AUTONOMA DE COAHUILA,Female,True,Category 3,Complete,Complete - Female
2954,Economic Sci.,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Male,False,,Incomplete,Incomplete - Male
2955,Engineering,"UNIVERSIDAD DEL VALLE DE MEXICO, S.C.",Male,False,,Incomplete,Incomplete - Male
2956,Economic Sci.,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA SUR,Female,False,,Incomplete,Incomplete - Female
2957,Economic Sci.,"UNIVERSIDAD POPULAR AUTONOMA DEL ESTADO DE PUEBLA, A.C.",Male,False,,Incomplete,Incomplete - Male
2958,Economic Sci.,UNIVERSIDAD AUTONOMA METROPOLITANA,Male,False,,Incomplete,Incomplete - Male
2959,Economic Sci.,UNIVERSIDAD TECNOLOGICA DE SAN JUAN DEL RIO,Male,True,Category 3,Complete,Complete - Male
2960,Economic Sci.,"CENTRO DE INVESTIGACIONES BIOLOGICAS DEL NOROESTE, S.C.",Male,False,,Incomplete,Incomplete - Male
2961,Engineering,UNIVERSIDAD AUTONOMA BENITO JUAREZ DE OAXACA,Male,True,Category 3,Complete,Complete - Male
2962,Health Sci.,INSTITUTO MEXICANO DEL SEGURO SOCIAL,Female,True,Category 2,Complete,Complete - Female
2963,Health Sci.,SECRETARIA DE SALUD,Female,True,Category 2,Complete,Complete - Female
2964,Engineering,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
2965,Economic Sci.,UNIVERSIDAD AUTONOMA DE COAHUILA,Male,True,Category 3,Complete,Complete - Male
2966,Engineering,TECNOLOGICO NACIONAL DE MEXICO,Male,False,,Incomplete,Incomplete - Male
2967,Health Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,True,,Incomplete,Incomplete - Male
2968,Health Sci.,INSTITUTO NACIONAL DE SALUD PUBLICA,Female,True,,Incomplete,Incomplete - Female
2969,Economic Sci.,INSTITUTO TECNOLOGICO AUTONOMO DE MEXICO,Male,True,Category 2,Complete,Complete - Male
2970,Economic Sci.,UNIVERSIDAD POLITECNICA METROPOLITANA DE HIDALGO,Male,False,,Incomplete,Incomplete - Male
2971,Economic Sci.,SIN INSTITUCIÓN,Female,False,,Incomplete,Incomplete - Female
2972,Health Sci.,INSTITUTO NACIONAL DE REHABILITACION,Male,True,,Incomplete,Incomplete - Male
2973,Engineering,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
2974,Engineering,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
2975,Health Sci.,"UNIVERSIDAD DE LA SALLE BAJIO, A.C.",Male,False,,Incomplete,Incomplete - Male
2976,Health Sci.,UNIVERSIDAD DE GUANAJUATO,Male,True,Category 3,Complete,Complete - Male
2977,Engineering,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Male,True,Category 3,Complete,Complete - Male
2978,Health Sci.,UNIVERSIDAD DE GUADALAJARA,Male,True,Category 3,Complete,Complete - Male
2979,Engineering,SIN INSTITUCIÓN,Female,True,Category 4,Complete,Complete - Female
2980,Economic Sci.,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Female,True,Category 3,Complete,Complete - Female
2981,Health Sci.,INSTITUTO NACIONAL DE REHABILITACION,Male,True,,Incomplete,Incomplete - Male
2982,Economic Sci.,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
2983,Economic Sci.,COLEGIO DE POSTGRADUADOS EN CIENCIAS AGRICOLAS,Male,False,,Incomplete,Incomplete - Male
2984,Economic Sci.,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,Female,False,,Incomplete,Incomplete - Female
2985,Economic Sci.,UNIVERSIDAD AUTONOMA METROPOLITANA,Male,True,Category 1,Complete,Complete - Male
2986,Health Sci.,INSTITUTO NACIONAL DE SALUD PUBLICA,Female,True,,Incomplete,Incomplete - Female
2987,Economic Sci.,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Female,True,Category 2,Complete,Complete - Female
2988,Economic Sci.,UNIVERSIDAD DE GUANAJUATO,Female,True,Category 3,Complete,Complete - Female
2989,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,False,,Incomplete,Incomplete - Male
2990,Economic Sci.,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Male,True,Category 2,Complete,Complete - Male
2991,Economic Sci.,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,Male,False,,Incomplete,Incomplete - Male
2992,Engineering,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
2993,Health Sci.,INSTITUTO NACIONAL DE MEDICINA GENOMICA,Female,True,Category 2,Complete,Complete - Female
2994,Economic Sci.,UNIVERSIDAD AUTONOMA METROPOLITANA,Female,False,,Incomplete,Incomplete - Female
2995,Engineering,TECNOLOGICO NACIONAL DE MEXICO,Male,True,,Incomplete,Incomplete - Male
2996,Economic Sci.,COLEGIO DE POSTGRADUADOS EN CIENCIAS AGRICOLAS,Male,True,Category 2,Complete,Complete - Male
2997,Health Sci.,INSTITUTO POLITECNICO NACIONAL,Male,True,Category 1,Complete,Complete - Male
2998,Engineering,"CENTRO DE INVESTIGACION CIENTIFICA DE YUCATAN, A.C.",Male,False,,Incomplete,Incomplete - Male
2999,Health Sci.,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,Male,True,Category 3,Complete,Complete - Male
3000,Economic Sci.,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
3001,Engineering,SIN INSTITUCIÓN,Female,False,,Incomplete,Incomplete - Female
3002,Engineering,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Male,True,Category 2,Complete,Complete - Male
3003,Economic Sci.,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Male,True,Category 3,Complete,Complete - Male
3004,Engineering,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Female,True,Category 2,Complete,Complete - Female
3005,Economic Sci.,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,Female,True,Category 3,Complete,Complete - Female
3006,Economic Sci.,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Male,False,,Incomplete,Incomplete - Male
3007,Economic Sci.,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Male,False,,Incomplete,Incomplete - Male
3008,Health Sci.,SIN INSTITUCIÓN,Male,True,Category 4,Complete,Complete - Male
3009,Engineering,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
3010,Health Sci.,INSTITUTO MEXICANO DEL SEGURO SOCIAL,Male,True,Category 2,Complete,Complete - Male
3011,Health Sci.,SECRETARIA DE SALUD,Female,True,Category 2,Complete,Complete - Female
3012,Engineering,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,True,Category 1,Complete,Complete - Male
3013,Engineering,SIN INSTITUCIÓN,Male,True,Category 4,Complete,Complete - Male
3014,Engineering,UNIVERSIDAD TECNOLOGICA DE LA MIXTECA,Male,True,Category 3,Complete,Complete - Male
3015,Economic Sci.,UNIVERSIDAD AUTONOMA METROPOLITANA,Female,True,Category 1,Complete,Complete - Female
3016,Engineering,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Male,False,,Incomplete,Incomplete - Male
3017,Economic Sci.,"CENTRO DE INVESTIGACION EN ALIMENTACION Y DESARROLLO, A.C.",Male,True,Category 2,Complete,Complete - Male
3018,Health Sci.,UNIVERSIDAD DE COLIMA,Female,False,,Incomplete,Incomplete - Female
3019,Health Sci.,INSTITUTO NACIONAL DE PERINATOLOGIA,Female,True,Category 2,Complete,Complete - Female
3020,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,False,,Incomplete,Incomplete - Female
3021,Health Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,True,Category 1,Complete,Complete - Female
3022,Economic Sci.,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Male,True,Category 2,Complete,Complete - Male
3023,Economic Sci.,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,Female,True,Category 3,Complete,Complete - Female
3024,Economic Sci.,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Female,False,,Incomplete,Incomplete - Female
3025,Health Sci.,UNIVERSIDAD DE GUADALAJARA,Male,False,,Incomplete,Incomplete - Male
3026,Health Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,True,Category 1,Complete,Complete - Male
3027,Health Sci.,INSTITUTO NACIONAL DE ENFERMEDADES RESPIRATORIAS,Male,True,Category 2,Complete,Complete - Male
3028,Economic Sci.,UNIVERSIDAD AUTONOMA DE CHIHUAHUA,Female,True,Category 3,Complete,Complete - Female
3029,Engineering,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
3030,Health Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,True,Category 1,Complete,Complete - Male
3031,Economic Sci.,UNIVERSIDAD AUTONOMA CHAPINGO,Male,False,,Incomplete,Incomplete - Male
3032,Economic Sci.,"EL COLEGIO DE MEXICO, A.C.",Male,False,,Incomplete,Incomplete - Male
3033,Engineering,SIN INSTITUCIÓN,Male,True,Category 4,Complete,Complete - Male
3034,Health Sci.,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Male,True,Category 3,Complete,Complete - Male
3035,Economic Sci.,"CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS, A.C.",Male,False,,Incomplete,Incomplete - Male
3036,Engineering,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,Male,False,,Incomplete,Incomplete - Male
3037,Health Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,True,Category 1,Complete,Complete - Female
3038,Health Sci.,UNIVERSIDAD DEL EJERCITO Y FUERZA AEREA,Female,False,,Incomplete,Incomplete - Female
3039,Health Sci.,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,Male,True,,Incomplete,Incomplete - Male
3040,Engineering,INSTITUTO POLITECNICO NACIONAL,Male,True,Category 2,Complete,Complete - Male
3041,Engineering,UNIVERSIDAD POLITECNICA DEL VALLE DE MEXICO,Male,False,,Incomplete,Incomplete - Male
3042,Economic Sci.,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
3043,Health Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,True,Category 1,Complete,Complete - Female
3044,Health Sci.,UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,Female,False,,Incomplete,Incomplete - Female
3045,Engineering,"CENTRO UNIVERSITARIO UTEG, A.C.",Male,True,Category 2,Complete,Complete - Male
3046,Engineering,TECNOLOGICO NACIONAL DE MEXICO,Male,True,Category 3,Complete,Complete - Male
3047,Economic Sci.,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
3048,Engineering,CENTRO DE INGENIERIA Y DESARROLLO INDUSTRIAL,Female,False,,Incomplete,Incomplete - Female
3049,Health Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,False,,Incomplete,Incomplete - Male
3050,Health Sci.,INSTITUTO NACIONAL DE ENFERMEDADES RESPIRATORIAS,Female,False,,Incomplete,Incomplete - Female
3051,Economic Sci.,UNIVERSIDAD IBEROAMERICANA-PUEBLA,Female,True,Category 2,Complete,Complete - Female
3052,Health Sci.,UNIVERSIDAD DE GUADALAJARA,Female,False,,Incomplete,Incomplete - Female
3053,Health Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,True,Category 1,Complete,Complete - Female
3054,Engineering,CETYS UNIVERSIDAD,Male,True,Category 3,Complete,Complete - Male
3055,Engineering,UNIVERSIDAD ANAHUAC DEL NORTE,Male,False,,Incomplete,Incomplete - Male
3056,Economic Sci.,INSTITUTO TECNOLOGICO AUTONOMO DE MEXICO,Male,False,,Incomplete,Incomplete - Male
3057,Health Sci.,SECRETARIA DE SALUD,Female,True,Category 2,Complete,Complete - Female
3058,Health Sci.,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,Female,False,,Incomplete,Incomplete - Female
3059,Health Sci.,WASHINGTON UNIVERSITY IN SAINT LOUIS,Female,False,,Incomplete,Incomplete - Female
3060,Engineering,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,False,,Incomplete,Incomplete - Male
3061,Economic Sci.,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
3062,Engineering,UNIVERSIDAD DE GUADALAJARA,Male,False,,Incomplete,Incomplete - Male
3063,Engineering,UNIVERSIDAD POLITECNICA DE PACHUCA,Female,False,,Incomplete,Incomplete - Female
3064,Engineering,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Male,True,Category 3,Complete,Complete - Male
3065,Health Sci.,INSTITUTO NACIONAL DE PERINATOLOGIA,Female,True,,Incomplete,Incomplete - Female
3066,Economic Sci.,UNIVERSIDAD DE GUANAJUATO,Male,False,,Incomplete,Incomplete - Male
3067,Health Sci.,UNIVERSIDAD DE GUADALAJARA,Female,True,Category 3,Complete,Complete - Female
3068,Health Sci.,INSTITUTO MEXICANO DEL SEGURO SOCIAL,Male,True,Category 2,Complete,Complete - Male
3069,Economic Sci.,UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,Male,True,Category 3,Complete,Complete - Male
3070,Health Sci.,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Male,True,Category 3,Complete,Complete - Male
3071,Health Sci.,"FUNDACION CLINICA MEDICA SUR, A.C.",Female,False,,Incomplete,Incomplete - Female
3072,Economic Sci.,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Male,True,Category 2,Complete,Complete - Male
3073,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,False,,Incomplete,Incomplete - Male
3074,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,False,,Incomplete,Incomplete - Male
3075,Economic Sci.,UNIVERSIDAD AUTONOMA DE COAHUILA,Female,False,,Incomplete,Incomplete - Female
3076,Health Sci.,HOSPITAL INFANTIL DE MEXICO DR. FEDERICO GOMEZ,Female,True,,Incomplete,Incomplete - Female
3077,Economic Sci.,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Female,True,Category 2,Complete,Complete - Female
3078,Health Sci.,INSTITUTO NACIONAL DE NEUROLOGIA Y NEUROCIRUGIA MANUEL VELASCO SUAREZ,Female,True,Category 2,Complete,Complete - Female
3079,Health Sci.,INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN,Female,False,,Incomplete,Incomplete - Female
3080,Economic Sci.,UNIVERSIDAD DE GUADALAJARA,Male,False,,Incomplete,Incomplete - Male
3081,Economic Sci.,"CENTRO DE INVESTIGACION EN ALIMENTACION Y DESARROLLO, A.C.",Male,True,Category 2,Complete,Complete - Male
3082,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,False,,Incomplete,Incomplete - Female
3083,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,False,,Incomplete,Incomplete - Female
3084,Economic Sci.,UNIVERSIDAD DE GUADALAJARA,Female,False,,Incomplete,Incomplete - Female
3085,Economic Sci.,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Male,False,,Incomplete,Incomplete - Male
3086,Engineering,UNIVERSIDAD DEL EJERCITO Y FUERZA AEREA,Male,False,,Incomplete,Incomplete - Male
3087,Engineering,SIN INSTITUCIÓN,Male,True,Category 4,Complete,Complete - Male
3088,Engineering,UNIVERSIDAD POLITECNICA DEL ESTADO DE GUERRERO,Male,False,,Incomplete,Incomplete - Male
3089,Economic Sci.,FUNDACION UNIVERSIDAD DE LAS AMERICAS PUEBLA,Male,False,,Incomplete,Incomplete - Male
3090,Health Sci.,UNIVERSIDAD AUTONOMA DE ZACATECAS,Female,True,,Incomplete,Incomplete - Female
3091,Health Sci.,INSTITUTO NACIONAL DE SALUD PUBLICA,Male,False,,Incomplete,Incomplete - Male
3092,Health Sci.,UNIVERSIDAD DE COLIMA,Male,True,Category 3,Complete,Complete - Male
3093,Economic Sci.,TECNOLOGICO NACIONAL DE MEXICO,Male,True,Category 3,Complete,Complete - Male
3094,Engineering,TECNOLOGICO NACIONAL DE MEXICO,Male,False,,Incomplete,Incomplete - Male
3095,Health Sci.,INSTITUTO MEXICANO DEL SEGURO SOCIAL,Male,True,,Incomplete,Incomplete - Male
3096,Health Sci.,INSTITUTO NACIONAL DE SALUD PUBLICA,Male,True,Category 2,Complete,Complete - Male
3097,Health Sci.,INSTITUTO NACIONAL DE SALUD PUBLICA,Female,False,,Incomplete,Incomplete - Female
3098,Economic Sci.,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Male,True,Category 3,Complete,Complete - Male
3099,Health Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,False,,Incomplete,Incomplete - Male
3100,Health Sci.,INSTITUTO POLITECNICO NACIONAL,Female,True,Category 1,Complete,Complete - Female
3101,Economic Sci.,UNIVERSIDAD AUTONOMA DE OCCIDENTE,Male,False,,Incomplete,Incomplete - Male
3102,Engineering,UNIVERSIDAD VERACRUZANA,Male,True,Category 3,Complete,Complete - Male
3103,Economic Sci.,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Female,False,,Incomplete,Incomplete - Female
3104,Health Sci.,UNIVERSIDAD AUTONOMA DE SINALOA,Female,False,,Incomplete,Incomplete - Female
3105,Engineering,NORTH CAROLINA STATE UNIVERSITY,Female,False,,Incomplete,Incomplete - Female
3106,Engineering,TECNOLOGICO NACIONAL DE MEXICO,Male,True,Category 3,Complete,Complete - Male
3107,Economic Sci.,UNIVERSIDAD POLITECNICA DEL VALLE DEL EVORA,Female,False,,Incomplete,Incomplete - Female
3108,Health Sci.,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,Male,True,Category 2,Complete,Complete - Male
3109,Economic Sci.,UNIVERSIDAD DE COLIMA,Male,False,,Incomplete,Incomplete - Male
3110,Economic Sci.,UNIVERSIDAD DE GUANAJUATO,Male,True,Category 3,Complete,Complete - Male
3111,Health Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,True,Category 1,Complete,Complete - Male
3112,Engineering,UNIVERSIDAD AUTONOMA METROPOLITANA,Male,False,,Incomplete,Incomplete - Male
3113,Health Sci.,UNIVERSIDAD ANAHUAC DEL NORTE,Male,True,Category 2,Complete,Complete - Male
3114,Engineering,TECNOLOGICO NACIONAL DE MEXICO,Male,False,,Incomplete,Incomplete - Male
3115,Engineering,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Male,False,,Incomplete,Incomplete - Male
3116,Health Sci.,UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,Male,True,Category 3,Complete,Complete - Male
3117,Health Sci.,INSTITUTO NACIONAL DE NEUROLOGIA Y NEUROCIRUGIA MANUEL VELASCO SUAREZ,Female,True,Category 2,Complete,Complete - Female
3118,Engineering,TECNOLOGICO NACIONAL DE MEXICO,Male,True,Category 3,Complete,Complete - Male
3119,Economic Sci.,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Female,False,,Incomplete,Incomplete - Female
3120,Health Sci.,UNIVERSIDAD AUTONOMA DE GUERRERO,Female,True,Category 3,Complete,Complete - Female
3121,Economic Sci.,INSTITUTO POLITECNICO NACIONAL,Male,True,Category 1,Complete,Complete - Male
3122,Health Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,True,Category 2,Complete,Complete - Female
3123,Engineering,"CENTRO DE INVESTIGACION EN MATERIALES AVANZADOS, S.C.",Female,False,,Incomplete,Incomplete - Female
3124,Engineering,UNIVERSIDAD ESTATAL DE SONORA,Male,False,,Incomplete,Incomplete - Male
3125,Health Sci.,UNIVERSIDAD AUTONOMA METROPOLITANA,Female,True,Category 1,Complete,Complete - Female
3126,Health Sci.,UNIVERSIDAD AUTONOMA DEL CARMEN,Female,False,,Incomplete,Incomplete - Female
3127,Health Sci.,INSTITUTO NACIONAL DE SALUD PUBLICA,Female,False,,Incomplete,Incomplete - Female
3128,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,False,,Incomplete,Incomplete - Male
3129,Engineering,UNIVERSIDAD POLITECNICA DEL ESTADO DE NAYARIT,Female,True,Category 3,Complete,Complete - Female
3130,Economic Sci.,UNIVERSIDAD DE QUINTANA ROO,Male,False,,Incomplete,Incomplete - Male
3131,Engineering,UNIVERSIDAD TECNOLOGICA DEL SUROESTE DE GUANAJUATO,Male,True,Category 3,Complete,Complete - Male
3132,Health Sci.,INSTITUTO NACIONAL DE REHABILITACION,Female,True,Category 2,Complete,Complete - Female
3133,Health Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,False,,Incomplete,Incomplete - Male
3134,Economic Sci.,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,Female,True,Category 3,Complete,Complete - Female
3135,Economic Sci.,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Male,False,,Incomplete,Incomplete - Male
3136,Engineering,UNIVERSIDAD AUTONOMA DE TAMAULIPAS,Female,True,Category 3,Complete,Complete - Female
3137,Engineering,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Male,True,Category 3,Complete,Complete - Male
3138,Health Sci.,INSTITUTO NACIONAL DE ENFERMEDADES RESPIRATORIAS,Female,True,,Incomplete,Incomplete - Female
3139,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,True,Category 1,Complete,Complete - Female
3140,Economic Sci.,UNIVERSIDAD DE GUANAJUATO,Female,False,,Incomplete,Incomplete - Female
3141,Health Sci.,INSTITUTO NACIONAL DE SALUD PUBLICA,Male,False,,Incomplete,Incomplete - Male
3142,Health Sci.,UNIVERSIDAD AUTONOMA BENITO JUAREZ DE OAXACA,Male,True,,Incomplete,Incomplete - Male
3143,Health Sci.,INSTITUTO NACIONAL DE SALUD PUBLICA,Female,True,Category 2,Complete,Complete - Female
3144,Engineering,UNIVERSIDAD AUTONOMA BENITO JUAREZ DE OAXACA,Female,True,Category 3,Complete,Complete - Female
3145,Economic Sci.,SIN INSTITUCIÓN,Male,False,,Incomplete,Incomplete - Male
3146,Engineering,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,Male,False,,Incomplete,Incomplete - Male
3147,Engineering,"UNIVERSIDAD DEL VALLE DE MEXICO, S.C.",Male,False,,Incomplete,Incomplete - Male
3148,Economic Sci.,UNIVERSIDAD DE QUINTANA ROO,Male,False,,Incomplete,Incomplete - Male
3149,Engineering,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,False,,Incomplete,Incomplete - Male
3150,Health Sci.,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Male,False,,Incomplete,Incomplete - Male
3151,Economic Sci.,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Male,False,,Incomplete,Incomplete - Male
3152,Health Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Female,True,Category 1,Complete,Complete - Female
3153,Engineering,SIN INSTITUCIÓN,Male,True,Category 4,Complete,Complete - Male
3154,Health Sci.,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Female,True,,Incomplete,Incomplete - Female
3155,Engineering,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,Male,False,,Incomplete,Incomplete - Male
3156,Economic Sci.,"EL COLEGIO DE LA FRONTERA NORTE, A.C.",Male,True,Category 2,Complete,Complete - Male
3157,Health Sci.,SIN INSTITUCIÓN,Male,True,Category 4,Complete,Complete - Male
3158,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,True,Category 1,Complete,Complete - Male
3159,Economic Sci.,"UNIVERSIDAD DEL VALLE DE MEXICO, S.C.",Male,False,,Incomplete,Incomplete - Male
3160,Engineering,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,Male,True,Category 3,Complete,Complete - Male
3161,Economic Sci.,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Male,True,Category 1,Complete,Complete - Male
3162,Economic Sci.,UNIVERSIDAD AUTONOMA METROPOLITANA,Male,False,,Incomplete,Incomplete - Male
3163,Economic Sci.,UNIVERSIDAD DE GUADALAJARA,Male,False,,Incomplete,Incomplete - Male
3164,Engineering,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Male,False,,Incomplete,Incomplete - Male
3165,Health Sci.,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,Female,True,Category 2,Complete,Complete - Female
3166,Health Sci.,INSTITUTO NACIONAL DE MEDICINA GENOMICA,Female,True,,Incomplete,Incomplete - Female
3167,Engineering,UNIVERSIDAD DE GUANAJUATO,Male,False,,Incomplete,Incomplete - Male
3168,Health Sci.,INSTITUTO NACIONAL DE ENFERMEDADES RESPIRATORIAS,Female,True,Category 2,Complete,Complete - Female
3169,Health Sci.,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,Male,True,Category 3,Complete,Complete - Male
3170,Health Sci.,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,Female,True,,Incomplete,Incomplete - Female
3171,Health Sci.,INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN,Female,True,Category 2,Complete,Complete - Female
