disciplina,afiliacion,genero,completo,categoria_afiliacion,metrica_calculada
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE GUERRERO,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA METROPOLITANA,m,True,Categoría 1,True
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,f,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD ESTATAL DE SONORA,f,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE NEUROLOGIA Y NEUROCIRUGIA MANUEL VELASCO SUAREZ,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA SUR,m,False,,False
INGENIERIA,SIN INSTITUCIÓN,m,False,,False
CIENCIAS ECONOMICAS,SIN INSTITUCIÓN,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE SINALOA,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE YUCATAN,f,True,Categoría 3,True
INGENIERIA,"OMB SERVICES, S. DE R.L. DE C.V.",m,True,Categoría 2,True
CIENCIAS ECONOMICAS,FUNDACION UNIVERSIDAD DE LAS AMERICAS PUEBLA,f,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD DE COLIMA,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN,f,True,Categoría 2,True
CIENCIAS DE LA SALUD,UNIVERSIDAD DE GUADALAJARA,m,False,,False
CIENCIAS DE LA SALUD,SIN INSTITUCIÓN,m,True,Categoría 4,True
INGENIERIA,CONSORCIO PARA EL ESTUDIO DE ZONAS METROPOLITANAS,m,False,,False
INGENIERIA,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,UNIVERSIDAD DE GUADALAJARA,f,True,Categoría 3,True
CIENCIAS DE LA SALUD,UNIVERSIDAD DE GUADALAJARA,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD VERACRUZANA,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE SINALOA,f,True,Categoría 3,True
CIENCIAS ECONOMICAS,CENTRO DE INVESTIGACION Y ESTUDIOS SUPERIORES EN ANTROPOLOGIA SOCIAL,m,False,,False
INGENIERIA,UNIVERSIDAD AUTONOMA DE QUERETARO,f,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,m,False,,False
CIENCIAS DE LA SALUD,SECRETARIA DE SALUD,f,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA METROPOLITANA,f,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE SALUD PUBLICA,f,True,Categoría 2,True
INGENIERIA,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,"CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS, A.C.",m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,m,False,,False
INGENIERIA,INSTITUTO MEXICANO DEL PETROLEO,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,m,True,,False
INGENIERIA,CENTRO DE INVESTIGACION EN QUIMICA APLICADA,f,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD DE GUADALAJARA,f,True,Categoría 3,True
INGENIERIA,SIN INSTITUCIÓN,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE NEUROLOGIA Y NEUROCIRUGIA MANUEL VELASCO SUAREZ,f,True,Categoría 2,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE CANCEROLOGIA,f,True,Categoría 2,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE NEUROLOGIA Y NEUROCIRUGIA MANUEL VELASCO SUAREZ,m,True,Categoría 2,True
INGENIERIA,UNIVERSIDAD DE GUADALAJARA,m,False,,False
CIENCIAS ECONOMICAS,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,m,True,Categoría 2,True
INGENIERIA,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE CANCEROLOGIA,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD PANAMERICANA,m,True,Categoría 2,True
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD DE SONORA,m,False,,False
INGENIERIA,INSTITUTO POLITECNICO NACIONAL,f,False,,False
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,f,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD PANAMERICANA,m,True,Categoría 2,True
INGENIERIA,SIN INSTITUCIÓN,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD DE GUADALAJARA,m,False,,False
INGENIERIA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,f,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD ESTATAL DE SONORA,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,UNIVERSIDAD HIPOCRATES,m,False,,False
CIENCIAS ECONOMICAS,INSTITUTO TECNOLOGICO AUTONOMO DE MEXICO,m,True,Categoría 2,True
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,m,True,Categoría 2,True
INGENIERIA,SIN INSTITUCIÓN,m,False,,False
CIENCIAS DE LA SALUD,GOBIERNO DEL ESTADO DE COLIMA,m,True,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,False,,False
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD DE QUINTANA ROO,f,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,f,True,Categoría 2,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE CARDIOLOGIA DR. IGNACIO CHAVEZ,f,True,Categoría 2,True
INGENIERIA,CETYS UNIVERSIDAD,f,True,Categoría 3,True
INGENIERIA,"MEXICHEM FLUOR, S.A. DE C.V.",m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE SALUD PUBLICA,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA METROPOLITANA,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD DE QUINTANA ROO,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN,f,True,,False
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,f,False,,False
INGENIERIA,"UNIVERSIDAD POPULAR AUTONOMA DEL ESTADO DE PUEBLA, A.C.",m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE YUCATAN,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DEL CARMEN,m,False,,False
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,f,True,Categoría 3,True
CIENCIAS DE LA SALUD,UNIVERSIDAD DE GUADALAJARA,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,UNIVERSITEIT UTRECHT,f,True,Categoría 2,True
CIENCIAS DE LA SALUD,UNIVERSIDAD DE COLIMA,f,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,m,True,,False
INGENIERIA,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,m,True,Categoría 2,True
CIENCIAS ECONOMICAS,INSTITUTO TECNOLOGICO AUTONOMO DE MEXICO,m,True,Categoría 2,True
INGENIERIA,SIN INSTITUCIÓN,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,f,True,Categoría 1,True
INGENIERIA,UNIVERSIDAD DE COLIMA,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSITY OF SOUTH CALIFORNIA,f,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,True,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD PANAMERICANA,m,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE TAMAULIPAS,m,True,Categoría 3,True
INGENIERIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE YUCATAN,f,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE COAHUILA,m,False,,False
INGENIERIA,INSTITUTO POLITECNICO NACIONAL,f,True,Categoría 1,True
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,f,True,Categoría 2,True
CIENCIAS DE LA SALUD,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO,m,True,,False
CIENCIAS ECONOMICAS,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,m,False,,False
INGENIERIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,f,True,Categoría 2,True
CIENCIAS ECONOMICAS,FUNDACION UNIVERSIDAD DE LAS AMERICAS PUEBLA,f,True,Categoría 2,True
CIENCIAS ECONOMICAS,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,f,True,Categoría 2,True
CIENCIAS DE LA SALUD,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,f,True,Categoría 3,True
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,"GENERO, DESARROLLO, ECONOMIA, RENDICION DE CUENTAS Y SUSTENTABILIDAD,",f,False,,False
CIENCIAS DE LA SALUD,SIN INSTITUCIÓN,f,True,,False
INGENIERIA,UNIVERSIDAD DE GUADALAJARA,m,False,,False
CIENCIAS ECONOMICAS,"CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS, A.C.",f,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE YUCATAN,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE NUEVO LEON,m,True,Categoría 3,True
INGENIERIA,SIN INSTITUCIÓN,m,True,Categoría 4,True
INGENIERIA,UNIVERSIDAD DE QUINTANA ROO,m,True,Categoría 3,True
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD PANAMERICANA,f,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,False,,False
CIENCIAS ECONOMICAS,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,m,True,Categoría 2,True
INGENIERIA,SIN INSTITUCIÓN,m,True,Categoría 4,True
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE SINALOA,f,False,,False
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,TECNOLOGICO NACIONAL DE MEXICO,f,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE PEDIATRIA,f,True,Categoría 2,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE REHABILITACION,f,True,Categoría 2,True
CIENCIAS ECONOMICAS,"CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS, A.C.",m,False,,False
CIENCIAS DE LA SALUD,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,m,True,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA METROPOLITANA,m,True,Categoría 1,True
CIENCIAS ECONOMICAS,INSTITUTO POLITECNICO NACIONAL,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,f,True,Categoría 2,True
CIENCIAS DE LA SALUD,UNIVERSIDAD DE GUADALAJARA,f,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE SALUD PUBLICA,f,True,Categoría 2,True
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE NUEVO LEON,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,f,True,Categoría 1,True
CIENCIAS ECONOMICAS,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,m,False,,False
CIENCIAS DE LA SALUD,"UNIVERSIDAD AUTONOMA DE GUADALAJARA, A.C.",f,True,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD DE SONORA,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD DE GUADALAJARA,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,True,Categoría 1,True
INGENIERIA,"CENTRO DE INVESTIGACION Y DESARROLLO TECNOLOGICO EN ELECTROQUIMICA, S.",m,True,Categoría 2,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE SALUD PUBLICA,f,True,,False
CIENCIAS ECONOMICAS,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,m,True,Categoría 2,True
CIENCIAS DE LA SALUD,UNIVERSIDAD DE GUADALAJARA,f,True,Categoría 3,True
INGENIERIA,SIN INSTITUCIÓN,f,True,Categoría 4,True
INGENIERIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,True,Categoría 1,True
INGENIERIA,"LABORATORIO DE INVESTIGACION EN CONTROL RECONFIGURABLE, A.C.",m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA METROPOLITANA,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD PANAMERICANA,f,False,,False
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,f,True,Categoría 2,True
INGENIERIA,INSTITUTO POLITECNICO NACIONAL,m,True,Categoría 1,True
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,TECNOLOGICO NACIONAL DE MEXICO,f,False,,False
INGENIERIA,UNIVERSIDAD AUTONOMA DE SINALOA,f,False,,False
INGENIERIA,CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR DE ENSENADA,f,False,,False
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA METROPOLITANA,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE NUEVO LEON,f,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE NEUROLOGIA Y NEUROCIRUGIA MANUEL VELASCO SUAREZ,f,True,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD DE GUADALAJARA,m,True,Categoría 3,True
INGENIERIA,INSTITUTO POLITECNICO NACIONAL,m,True,Categoría 1,True
CIENCIAS DE LA SALUD,UNIVERSIDAD DE GUADALAJARA,f,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE MEDICINA GENOMICA,f,False,,False
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,UNIVERSIDAD DE GUADALAJARA,f,False,,False
CIENCIAS ECONOMICAS,FUNDACION UNIVERSIDAD DE LAS AMERICAS PUEBLA,f,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,f,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD DE GUADALAJARA,f,True,Categoría 3,True
INGENIERIA,UNIVERSIDAD AUTONOMA DE QUERETARO,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE GUERRERO,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE CANCEROLOGIA,f,True,Categoría 2,True
CIENCIAS DE LA SALUD,UNIVERSIDAD DE COLIMA,f,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD DE GUANAJUATO,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,GOBIERNO DEL ESTADO DE JALISCO,f,True,Categoría 2,True
INGENIERIA,SIN INSTITUCIÓN,m,False,,False
INGENIERIA,SIN INSTITUCIÓN,m,True,Categoría 4,True
CIENCIAS ECONOMICAS,UNIVERSIDAD CRISTOBAL COLON,f,True,Categoría 2,True
CIENCIAS ECONOMICAS,SIN INSTITUCIÓN,f,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE PEDIATRIA,f,True,Categoría 2,True
CIENCIAS DE LA SALUD,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,f,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE NEUROLOGIA Y NEUROCIRUGIA MANUEL VELASCO SUAREZ,f,False,,False
INGENIERIA,SIN INSTITUCIÓN,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE NUEVO LEON,f,True,Categoría 3,True
INGENIERIA,UNIVERSIDAD POLITECNICA DE PACHUCA,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD DE GUADALAJARA,f,True,Categoría 3,True
CIENCIAS ECONOMICAS,"INSTITUTO NACIONAL DE INVESTIGACIONES FORESTALES, AGRICOLAS Y PECUARIA",m,False,,False
INGENIERIA,"CENTRO DE INVESTIGACION EN MATERIALES AVANZADOS, S.C.",m,True,Categoría 2,True
CIENCIAS DE LA SALUD,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,False,,False
INGENIERIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,False,,False
INGENIERIA,SIN INSTITUCIÓN,f,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE SALUD PUBLICA,f,False,,False
INGENIERIA,UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,m,False,,False
INGENIERIA,SIN INSTITUCIÓN,m,False,,False
CIENCIAS DE LA SALUD,HOSPITAL INFANTIL DE MEXICO DR. FEDERICO GOMEZ,f,True,Categoría 2,True
INGENIERIA,CENTRO DE INGENIERIA Y DESARROLLO INDUSTRIAL,m,True,Categoría 2,True
CIENCIAS ECONOMICAS,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,f,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE COAHUILA,f,True,,False
CIENCIAS DE LA SALUD,GOBIERNO DEL ESTADO DE JALISCO,m,True,Categoría 2,True
INGENIERIA,SIN INSTITUCIÓN,f,False,,False
CIENCIAS ECONOMICAS,EL COLEGIO DEL ESTADO DE HIDALGO,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD TECNOLOGICA DEL SUROESTE DE GUANAJUATO,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE TAMAULIPAS,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD DE QUINTANA ROO,f,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE COAHUILA,m,True,Categoría 3,True
INGENIERIA,UNIVERSIDAD AUTONOMA DE CAMPECHE,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE QUERETARO,f,False,,False
INGENIERIA,UNIVERSIDAD VERACRUZANA,m,True,Categoría 3,True
INGENIERIA,UNIVERSIDAD TECNOLOGICA DEL SUROESTE DE GUANAJUATO,m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,m,False,,False
CIENCIAS DE LA SALUD,SERVICIOS ESTATALES DE SALUD PUBLICA EN EL ESTADO DE DURANGO,m,True,Categoría 2,True
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA SUR,f,True,Categoría 3,True
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE YUCATAN,f,True,,False
INGENIERIA,SIN INSTITUCIÓN,m,True,Categoría 4,True
CIENCIAS ECONOMICAS,TECNOLOGICO NACIONAL DE MEXICO,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE ENFERMEDADES RESPIRATORIAS,m,False,,False
INGENIERIA,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA METROPOLITANA,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE SINALOA,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,f,True,Categoría 2,True
INGENIERIA,SIN INSTITUCIÓN,m,True,Categoría 4,True
INGENIERIA,UNIVERSIDAD VERACRUZANA,f,True,Categoría 3,True
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE ZACATECAS,m,True,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE NEUROLOGIA Y NEUROCIRUGIA MANUEL VELASCO SUAREZ,f,False,,False
CIENCIAS ECONOMICAS,INSTITUTO POLITECNICO NACIONAL,m,True,Categoría 1,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA CHAPINGO,f,True,Categoría 3,True
INGENIERIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,m,True,Categoría 3,True
INGENIERIA,SIN INSTITUCIÓN,m,False,,False
INGENIERIA,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,m,False,,False
INGENIERIA,SIN INSTITUCIÓN,m,True,Categoría 4,True
INGENIERIA,UNIVERSIDAD AUTONOMA DE ZACATECAS,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE NUEVO LEON,f,True,Categoría 3,True
INGENIERIA,SIN INSTITUCIÓN,f,True,Categoría 4,True
INGENIERIA,SIN INSTITUCIÓN,m,False,,False
INGENIERIA,UNIVERSIDAD PANAMERICANA,m,True,Categoría 2,True
CIENCIAS ECONOMICAS,"CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS, A.C.",m,True,Categoría 2,True
INGENIERIA,UNIVERSIDAD POLITECNICA DE CHIAPAS,f,True,Categoría 3,True
CIENCIAS DE LA SALUD,SIN INSTITUCIÓN,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,False,,False
CIENCIAS ECONOMICAS,SIN INSTITUCIÓN,f,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,f,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE SALUD PUBLICA,f,True,Categoría 2,True
CIENCIAS ECONOMICAS,UNIVERSIDAD POPULAR DE LA CHONTALPA,m,False,,False
INGENIERIA,INSTITUTO POLITECNICO NACIONAL,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE CHIHUAHUA,m,True,,False
CIENCIAS ECONOMICAS,SIN INSTITUCIÓN,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA CHAPINGO,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD DE GUADALAJARA,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,f,True,Categoría 3,True
INGENIERIA,UNIVERSIDAD DE GUANAJUATO,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DE GUERRERO,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,UNIVERSITY OF TEXAS AT SAN ANTONIO,m,True,Categoría 2,True
CIENCIAS DE LA SALUD,UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,f,True,,False
INGENIERIA,"CENTRO DE INVESTIGACION EN MATERIALES AVANZADOS, S.C.",m,False,,False
CIENCIAS DE LA SALUD,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,m,False,,False
INGENIERIA,UNIVERSIDAD AUTONOMA DE COAHUILA,f,True,Categoría 3,True
CIENCIAS ECONOMICAS,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,m,False,,False
INGENIERIA,"UNIVERSIDAD DEL VALLE DE MEXICO, S.C.",m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA SUR,f,False,,False
CIENCIAS ECONOMICAS,"UNIVERSIDAD POPULAR AUTONOMA DEL ESTADO DE PUEBLA, A.C.",m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA METROPOLITANA,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD TECNOLOGICA DE SAN JUAN DEL RIO,m,True,Categoría 3,True
CIENCIAS ECONOMICAS,"CENTRO DE INVESTIGACIONES BIOLOGICAS DEL NOROESTE, S.C.",m,False,,False
INGENIERIA,UNIVERSIDAD AUTONOMA BENITO JUAREZ DE OAXACA,m,True,Categoría 3,True
CIENCIAS DE LA SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,f,True,Categoría 2,True
CIENCIAS DE LA SALUD,SECRETARIA DE SALUD,f,True,Categoría 2,True
INGENIERIA,SIN INSTITUCIÓN,m,False,,False
CIENCIAS ECONOMICAS,UNIVERSIDAD AUTONOMA DE COAHUILA,m,True,Categoría 3,True
INGENIERIA,TECNOLOGICO NACIONAL DE MEXICO,m,False,,False
CIENCIAS DE LA SALUD,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,m,True,,False
